level_0,index,cluster,count,mean,std,min,25%,50%,75%,max
0,0,0,211.0,0.7844859466755933,0.42228483274479683,0.3413333333333333,0.5244333333333334,0.6337999999999999,0.8391000000000001,3.4838000000000005
1,1,1,129.0,0.8786201501230853,0.3813591765765335,0.37800000000000006,0.5972631578947369,0.7253333333333333,1.0000000000000002,1.7500000000000002
2,2,2,193.0,1.269650740487056,0.45501626712483423,0.3946666666666667,0.8560000000000001,1.5000000000000002,1.6900000000000002,1.7500000000000002
3,3,3,139.0,1.0416640482974997,0.48270001014756864,0.37752941176470584,0.6072000000000001,0.8633972602739726,1.5950000000000002,1.7500000000000002
4,4,4,39.0,0.9711953292575023,0.5003937919578362,0.44466666666666665,0.5059,0.8362,1.5000000000000002,1.7500000000000002
5,5,5,89.0,0.6637076834746078,0.401589217464477,0.30619999999999997,0.465025,0.4858,0.6398,1.7500000000000002
